official_rebuild_rank,simulated_rank,player_id,player_name,gender,country,country_name,birth_year,official_rebuild_points,official_rebuild_singles_points,official_rebuild_doubles_raw,official_rebuild_doubles_weighted,official_rebuild_singles_count,official_rebuild_doubles_count,simulated_points,simulated_singles_points,simulated_doubles_raw,simulated_doubles_weighted,simulated_singles_results_used,simulated_doubles_results_used,best_singles_1,best_singles_2,best_singles_3,best_singles_4,best_singles_5,best_singles_6,best_doubles_1,best_doubles_2,best_doubles_3,best_doubles_4,best_doubles_5,best_doubles_6,calculated_at
147,147,800684620,Cody Atkinson,M,NZL,New Zealand,2008,513.75,360,615,153.75,6,6,513.75,360,615,153.75,6,6,60 pts | countable | J200 | QF | J200 Hanover | 2026-05-11,60 pts | countable | J300 | R16 | J300 Pune (Asia/Oceania Closed Regional Championships) | 2026-04-20,60 pts | countable | J300 | R16 | J300 Nonthaburi | 2026-03-02,60 pts | non_countable | J60 | WR | J60 Lautoka | 2025-10-14,60 pts | countable | J60 | WR | J60 Lautoka | 2025-10-07,60 pts | countable | J200 | QF | J200 Sydney (Regional Championships) | 2025-08-19,150 pts | countable | J200 | WR | J200 Sydney | 2025-08-26,105 pts | countable | J300 | SF | J300 Pune (Asia/Oceania Closed Regional Championships) | 2026-04-20,105 pts | countable | J300 | SF | J300 Nonthaburi | 2026-03-02,105 pts | countable | J300 | SF | J300 Bamberg | 2025-06-10,75 pts | countable | J100 | WR | J100 Bucharest | 2026-05-25,75 pts | countable | J200 | SF | J200 Sydney (Regional Championships) | 2025-08-19,2026-06-02T20:42:05.224Z
148,148,800630725,Richard Lacis,M,BLR,Belarus,2009,506.5,376,522,130.5,6,6,506.5,376,522,130.5,6,6,100 pts | countable | J100 | WR | J100 Dubai | 2026-01-12,60 pts | countable | J100 | RU | J100 Dubai | 2026-01-19,60 pts | countable | J100 | RU | J100 Aizkraukle | 2025-12-01,60 pts | countable | J60 | WR | J60 Veli Losinj | 2025-09-29,60 pts | countable | J60 | WR | J60 Burgas | 2025-09-01,36 pts | countable | J200 | R16 | J200 St. Poelten | 2026-05-05,225 pts | countable | J300 | WR | J300 Beaulieu-sur-Mer | 2026-04-13,105 pts | countable | J200 | RU | J200 St. Poelten | 2026-05-05,75 pts | countable | J100 | WR | J100 Aizkraukle | 2025-12-08,45 pts | countable | J200 | QF | J200 Nonthaburi | 2026-02-23,45 pts | countable | J60 | WR | J60 Burgas | 2025-09-01,27 pts | non_countable | J100 | SF | J100 Dubrovnik | 2025-10-27,2026-06-02T20:42:05.224Z
149,149,800601932,Alejandro Castellanos,M,COL,Colombia,2008,501,440,244,61,6,6,501,440,244,61,6,6,100 pts | countable | J300 | QF | J300 Santa Cruz (South America Regional Championships) | 2026-02-23,100 pts | countable | J300 | QF | J300 Barranquilla | 2026-01-26,60 pts | countable | J300 | R16 | J300 Porto Alegre | 2026-03-09,60 pts | countable | J60 | WR | J60 Cartagena | 2025-09-01,60 pts | countable | J300 | R16 | J300 Asuncion (Junior Pan American Games) | 2025-08-11,60 pts | countable | J200 | QF | J200 Bogota | 2025-07-14,105 pts | countable | J300 | SF | J300 Lima | 2026-02-09,67 pts | countable | J500 | R16 | J500 Gaspar | 2026-03-16,45 pts | countable | J60 | WR | J60 Cartagena | 2025-09-01,27 pts | countable | J100 | SF | J100 Medellin | 2025-07-07,0 pts | non_countable | J300 | R16 | J300 Porto Alegre | 2026-03-09,0 pts | non_countable | J300 | R16 | J300 Asuncion | 2026-03-02,2026-06-02T20:42:05.224Z
150,150,800594600,Lenny Petit,M,MON,Monaco,2008,496.25,422,297,74.25,6,6,496.25,422,297,74.25,6,6,200 pts | countable | J200 | WR | J200 Bogota | 2025-07-14,60 pts | countable | J300 | R16 | J300 Beaulieu-sur-Mer | 2026-04-13,60 pts | countable | J200 | QF | J200 Santiago | 2025-09-29,36 pts | countable | J200 | R16 | J200 Belgrade | 2025-08-25,36 pts | countable | J100 | SF | J100 Cali | 2025-07-21,30 pts | countable | J300 | R32 | J300 Oberpullendorf (Europe Regional Championships) | 2025-09-15,75 pts | countable | J200 | SF | J200 Lima | 2025-09-22,75 pts | countable | J300 | QF | J300 Pancevo | 2025-08-18,75 pts | countable | J100 | WR | J100 Medellin | 2025-07-07,45 pts | countable | J200 | QF | J200 Bogota | 2025-07-14,27 pts | countable | J100 | SF | J100 Cali | 2025-07-21,0 pts | non_countable | J300 | R16 | J300 Barranquilla | 2026-01-26,2026-06-02T20:42:05.224Z
151,151,800596844,Ken Ink,M,EST,Estonia,2009,495,432,252,63,6,6,495,432,252,63,6,6,100 pts | countable | J100 | WR | J100 Sobota | 2026-05-26,100 pts | countable | J100 | WR | J100 Hanko | 2026-03-30,100 pts | countable | J100 | WR | J100 Loughborough | 2026-03-09,60 pts | countable | J60 | WR | J60 Tallinn | 2025-11-17,36 pts | non_countable | J60 | RU | J60 Nice | 2026-04-21,36 pts | countable | J100 | SF | J100 The Hague | 2026-02-17,45 pts | countable | J100 | RU | J100 Sobota | 2026-05-26,45 pts | countable | J100 | RU | J100 Loughborough | 2026-03-09,45 pts | countable | J60 | WR | J60 Tallinn | 2025-11-17,45 pts | countable | J60 | WR | J60 Tampere | 2025-10-27,45 pts | countable | J60 | WR | J60 Vierumaki | 2025-10-21,27 pts | countable | J100 | SF | J100 Hanko | 2026-03-30,2026-06-02T20:42:05.224Z
152,152,800589891,Egor Shcherbakov,M,RUS,Russia,2008,493.75,297,787,196.75,6,6,493.75,297,787,196.75,6,6,60 pts | countable | J200 | QF | J200 Haskovo | 2026-04-21,60 pts | countable | J300 | R16 | J300 New Delhi | 2026-01-05,60 pts | countable | J300 | R16 | J300 Beijing | 2025-09-16,45 pts | countable | J500 | R32 | J500 Offenbach | 2026-05-04,36 pts | non_countable | J200 | R16 | J200 Hanover | 2026-05-11,36 pts | countable | J200 | R16 | J200 Rutesheim | 2025-08-05,375 pts | countable | J500 | WR | J500 Osaka | 2025-09-22,112 pts | countable | J500 | QF | J500 Offenbach | 2026-05-04,75 pts | non_countable | J200 | SF | J200 Targu Jiu | 2026-05-18,75 pts | countable | J300 | QF | J300 Zapopan | 2025-11-17,75 pts | countable | J300 | QF | J300 Astana | 2025-09-08,75 pts | countable | J200 | SF | J200 Astana | 2025-09-01,2026-06-02T20:42:05.224Z
153,153,800702805,Shintaro Ogaki,M,JPN,Japan,2010,493.5,410,334,83.5,6,6,493.5,410,334,83.5,6,6,100 pts | countable | J100 | WR | J100 Canberra | 2026-03-17,100 pts | countable | J100 | WR | J100 Auckland | 2026-01-27,60 pts | countable | J200 | QF | J200 Kuala Lumpur | 2026-04-14,60 pts | countable | J60 | WR | J60 Gifu | 2025-11-26,60 pts | countable | J60 | WR | J60 Hokuto | 2025-11-12,30 pts | countable | J30 | WR | J30 Osaka | 2025-11-05,75 pts | countable | J300 | QF | J300 Kuching | 2026-04-07,75 pts | countable | J100 | WR | J100 Tauranga | 2026-01-20,67 pts | countable | J500 | R16 | J500 Osaka | 2025-09-22,45 pts | countable | J60 | WR | J60 Wellington | 2026-01-13,45 pts | countable | J60 | WR | J60 Hokuto | 2025-11-12,27 pts | countable | J200 | R16 | J200 Kuala Lumpur | 2026-04-14,2026-06-02T20:42:05.224Z
154,154,800720441,Erik Schinnerer,M,USA,USA,2008,493,328,660,165,6,6,493,328,660,165,6,6,100 pts | countable | J300 | QF | J300 Tucson | 2026-03-09,60 pts | countable | J200 | QF | J200 College Grove | 2026-05-04,60 pts | countable | J200 | QF | J200 Punta Cana | 2026-02-16,36 pts | countable | J200 | R16 | J200 Sumter | 2026-04-27,36 pts | countable | J200 | R16 | J200 Woodbridge | 2026-04-07,36 pts | countable | J100 | SF | J100 Santo Domingo | 2025-07-07,150 pts | countable | J200 | WR | J200 College Grove | 2026-05-04,150 pts | countable | J200 | WR | J200 Sumter | 2026-04-27,105 pts | countable | J200 | RU | J200 Woodbridge | 2026-04-07,105 pts | countable | J200 | RU | J200 Montreal | 2025-09-08,75 pts | non_countable | J100 | WR | J100 Mount Pleasant | 2026-04-20,75 pts | countable | J200 | SF | J200 Punta Cana | 2026-02-16,2026-06-02T20:42:05.224Z
155,155,800576610,Pavel Skvortcov,M,RUS,Russia,2008,492.75,368,499,124.75,6,6,492.75,368,499,124.75,6,6,140 pts | countable | J200 | RU | J200 Hanover | 2026-05-11,60 pts | countable | J300 | R16 | J300 Nonthaburi | 2026-03-02,60 pts | countable | J200 | QF | J200 Nonthaburi | 2026-02-23,36 pts | non_countable | J100 | SF | J100 Bucharest | 2026-05-25,36 pts | non_countable | J200 | R16 | J200 Salsomaggiore | 2026-04-27,36 pts | countable | J200 | R16 | J200 Oberhaching | 2026-02-02,157 pts | countable | J300 | RU | J300 Beijing | 2025-09-16,150 pts | countable | J200 | WR | J200 Belgrade | 2025-08-25,75 pts | countable | J200 | SF | J200 Targu Jiu | 2026-05-18,45 pts | countable | J200 | QF | J200 Oberhaching | 2026-02-02,45 pts | countable | J100 | RU | J100 Hong Kong | 2025-09-23,27 pts | countable | J200 | R16 | J200 Nonthaburi | 2026-02-23,2026-06-02T20:42:05.224Z
156,156,800601993,Dominik Dujka,M,CZE,Czechia,2009,491,416,300,75,6,6,491,416,300,75,6,6,140 pts | countable | J200 | RU | J200 St. Poelten | 2026-05-05,60 pts | countable | J200 | QF | J200 Hanover | 2026-05-11,60 pts | countable | J200 | QF | J200 Villach | 2026-04-27,60 pts | countable | J100 | RU | J100 Hanko | 2026-03-30,60 pts | countable | J60 | WR | J60 Hanover | 2025-09-01,36 pts | countable | J60 | RU | J60 Bludenz | 2025-06-30,75 pts | countable | J100 | WR | J100 Stavanger | 2025-10-06,45 pts | countable | J200 | QF | J200 Hanover | 2026-05-11,45 pts | countable | J200 | QF | J200 Piestany | 2026-04-14,45 pts | countable | J100 | RU | J100 Hanko | 2026-03-30,45 pts | countable | J200 | QF | J200 Szekesfehervar | 2025-10-22,45 pts | non_countable | J60 | WR | J60 Hanover | 2025-09-01,2026-06-02T20:42:05.224Z
157,157,800583809,Damien Clerc,M,FRA,France,2008,489.5,392,390,97.5,6,6,489.5,392,390,97.5,6,6,100 pts | countable | J200 | SF | J200 Oslo | 2025-11-24,100 pts | countable | J200 | SF | J200 Mugla | 2025-09-29,60 pts | countable | J200 | QF | J200 Salsomaggiore | 2026-04-27,60 pts | countable | J200 | QF | J200 Cairo | 2025-11-10,36 pts | countable | J200 | R16 | J200 Istres | 2026-04-06,36 pts | countable | J200 | R16 | J200 Szekesfehervar | 2025-10-22,150 pts | countable | J200 | WR | J200 Szekesfehervar | 2025-10-22,75 pts | countable | J200 | SF | J200 Salsomaggiore | 2026-04-27,75 pts | countable | J200 | SF | J200 Castricum | 2025-07-01,45 pts | countable | J200 | QF | J200 Cairo | 2025-11-03,45 pts | countable | J200 | QF | J200 Gladbeck | 2025-06-17,0 pts | countable | J300 | R16 | J300 Beaulieu-sur-Mer | 2026-04-13,2026-06-02T20:42:05.224Z
157,157,800685006,quincy yao,M,CAN,Canada,2008,489.5,392,390,97.5,6,6,489.5,392,390,97.5,6,6,100 pts | countable | J100 | WR | J100 Calgary | 2026-05-25,100 pts | countable | J200 | SF | J200 Montreal | 2025-09-08,60 pts | countable | J100 | RU | J100 Quebec City | 2026-04-27,60 pts | countable | J300 | R16 | J300 Tucson | 2026-03-09,36 pts | non_countable | J100 | SF | J100 Kingston | 2026-04-20,36 pts | countable | J200 | R16 | J200 Woodbridge | 2026-04-07,75 pts | countable | J300 | QF | J300 San Diego (North American Regional Championships) | 2026-03-16,75 pts | countable | J200 | SF | J200 Punta Cana | 2026-02-09,75 pts | countable | J100 | WR | J100 Woodbridge | 2025-10-20,75 pts | countable | J100 | WR | J100 Quebec City | 2025-09-15,45 pts | countable | J300 | R16 | J300 Tucson | 2026-03-09,45 pts | countable | J300 | R16 | J300 Repentigny | 2025-08-24,2026-06-02T20:42:05.224Z
159,159,800715003,Kamil Stolarczyk,M,USA,USA,2009,482.5,400,330,82.5,6,6,482.5,400,330,82.5,6,6,100 pts | countable | J200 | SF | J200 Sumter | 2026-04-27,60 pts | countable | J300 | R16 | J300 Charleroi-Marcinelle | 2026-05-25,60 pts | countable | J200 | QF | J200 Targu Jiu | 2026-05-18,60 pts | countable | J300 | R16 | J300 San Diego (North American Regional Championships) | 2026-03-16,60 pts | countable | J200 | QF | J200 Las Vegas | 2026-03-02,60 pts | countable | J300 | R16 | J300 New Delhi | 2026-01-05,75 pts | countable | J200 | SF | J200 Punta Cana | 2026-02-16,75 pts | countable | J300 | QF | J300 New Delhi | 2026-01-05,45 pts | non_countable | J200 | QF | J200 College Grove | 2026-05-04,45 pts | countable | J200 | QF | J200 Sumter | 2026-04-27,45 pts | countable | J300 | R16 | J300 Tucson | 2026-03-09,45 pts | countable | J200 | QF | J200 Las Vegas | 2026-03-02,2026-06-02T20:42:05.224Z
160,160,800667741,Yassin Ahmed Wageh,M,EGY,Egypt,2008,482,401,324,81,6,6,482,401,324,81,6,6,100 pts | countable | J200 | SF | J200 Cairo (Africa Regional Championships) | 2026-03-23,100 pts | countable | J100 | WR | J100 Cairo | 2025-08-04,60 pts | countable | J300 | R16 | J300 Cairo | 2026-03-30,60 pts | countable | J200 | QF | J200 Cairo | 2025-11-03,45 pts | countable | J500 | R32 | J500 Cairo | 2026-04-06,36 pts | non_countable | J200 | R16 | J200 Kolkata | 2026-01-19,105 pts | countable | J200 | RU | J200 Gurugram | 2026-01-12,75 pts | countable | J200 | SF | J200 Cairo (Africa Regional Championships) | 2026-03-23,45 pts | countable | J200 | QF | J200 Kolkata | 2026-01-19,45 pts | countable | J100 | RU | J100 Cairo | 2025-08-18,27 pts | countable | J100 | SF | J100 Cairo | 2025-10-27,27 pts | countable | J100 | SF | J100 Cairo | 2025-08-04,2026-06-02T20:42:05.224Z
161,161,800680716,Mauricio Schtulmann Gasca,M,MEX,Mexico,2008,480.5,353,510,127.5,6,6,480.5,353,510,127.5,6,6,140 pts | countable | J200 | RU | J200 Punta Cana | 2026-02-16,60 pts | countable | J300 | R16 | J300 Spring - Pan American ITF | 2025-10-06,45 pts | countable | J500 | R32 | J500 Merida | 2025-11-24,36 pts | non_countable | J200 | R16 | J200 College Grove | 2026-05-04,36 pts | countable | J200 | R16 | J200 Asuncion | 2026-03-30,36 pts | countable | J200 | R16 | J200 Punta Cana | 2026-02-09,105 pts | countable | J300 | SF | J300 Asuncion (Junior Pan American Games) | 2025-08-11,105 pts | countable | J200 | RU | J200 Veracruz | 2025-06-23,75 pts | countable | J200 | SF | J200 College Grove | 2026-05-04,75 pts | countable | J300 | QF | J300 Tucson | 2026-03-09,75 pts | countable | J300 | QF | J300 San Jose | 2026-01-19,75 pts | countable | J300 | QF | J300 Spring - Pan American ITF | 2025-10-06,2026-06-02T20:42:05.224Z
162,162,800586905,Fedor Altukhov,M,RUS,Russia,2008,477.25,346,525,131.25,6,6,477.25,346,525,131.25,6,6,100 pts | countable | J200 | SF | J200 Gurugram | 2026-01-12,100 pts | countable | J100 | WR | J100 Fergana | 2025-08-18,60 pts | countable | J300 | R16 | J300 Astana | 2025-09-08,36 pts | countable | J200 | R16 | J200 Kolkata | 2026-01-19,30 pts | countable | J300 | R32 | J300 Nonthaburi | 2026-03-02,20 pts | non_countable | J100 | QF | J100 Changhua | 2025-11-18,150 pts | countable | J200 | WR | J200 Prato | 2026-05-05,75 pts | countable | J200 | SF | J200 Hanover | 2026-05-11,75 pts | countable | J300 | QF | J300 Kuching | 2026-04-07,75 pts | countable | J300 | QF | J300 Nonthaburi | 2026-03-02,75 pts | non_countable | J100 | WR | J100 Changhua | 2025-11-18,75 pts | countable | J300 | QF | J300 Astana | 2025-09-08,2026-06-02T20:42:05.224Z
163,163,800718701,Antoine Genereux,M,CAN,Canada,2009,474.5,392,330,82.5,6,6,474.5,392,330,82.5,6,6,140 pts | countable | J300 | SF | J300 Plovdiv | 2026-04-28,60 pts | countable | J200 | QF | J200 Punta Cana | 2026-02-16,60 pts | countable | J60 | WR | J60 Santo Domingo | 2025-10-06,60 pts | countable | J60 | WR | J60 Santo Domingo | 2025-09-29,36 pts | countable | J200 | R16 | J200 Punta Cana | 2026-02-09,36 pts | countable | J100 | SF | J100 Quebec City | 2025-09-15,105 pts | countable | J300 | SF | J300 Plovdiv | 2026-04-28,45 pts | countable | J200 | QF | J200 Punta Cana | 2026-02-16,45 pts | countable | J100 | RU | J100 Fujairah | 2026-01-05,45 pts | countable | J60 | WR | J60 Itajaí | 2025-10-27,45 pts | countable | J60 | WR | J60 Santo Domingo | 2025-09-29,45 pts | countable | J300 | R16 | J300 Repentigny | 2025-08-24,2026-06-02T20:42:05.225Z
164,164,800709481,Riku Nakamoto,M,JPN,Japan,2009,473.5,376,390,97.5,6,6,473.5,376,390,97.5,6,6,100 pts | countable | J300 | QF | J300 Wanju (Closed Asia Regional Championship) | 2025-10-06,60 pts | countable | J300 | R16 | J300 Pune (Asia/Oceania Closed Regional Championships) | 2026-04-20,60 pts | countable | J200 | QF | J200 Gurugram | 2026-01-12,60 pts | countable | J200 | QF | J200 Tainan | 2025-11-25,60 pts | countable | J60 | WR | J60 Ipoh | 2025-07-29,36 pts | countable | J200 | R16 | J200 Kuala Lumpur | 2026-04-14,105 pts | countable | J300 | SF | J300 New Delhi | 2026-01-05,75 pts | countable | J300 | QF | J300 Pune (Asia/Oceania Closed Regional Championships) | 2026-04-20,75 pts | countable | J200 | SF | J200 Tainan | 2025-11-25,45 pts | countable | J200 | QF | J200 Kuala Lumpur | 2026-04-14,45 pts | countable | J200 | QF | J200 Nonthaburi | 2026-02-23,45 pts | countable | J300 | R16 | J300 Wanju (Closed Asia Regional Championship) | 2025-10-06,2026-06-02T20:42:05.225Z
164,164,800631035,Samarth Sahita,M,IND,India,2008,473.5,376,390,97.5,6,6,473.5,376,390,97.5,6,6,100 pts | countable | J300 | QF | J300 Pune (Asia/Oceania Closed Regional Championships) | 2026-04-20,60 pts | countable | J300 | R16 | J300 New Delhi | 2026-01-05,60 pts | countable | J100 | RU | J100 Pune | 2025-12-01,60 pts | countable | J200 | QF | J200 Hong Kong | 2025-09-30,60 pts | countable | J100 | RU | J100 Pretoria | 2025-09-01,36 pts | countable | J200 | R16 | J200 Targu Jiu | 2026-05-18,75 pts | countable | J100 | WR | J100 Bucharest | 2026-05-25,75 pts | countable | J200 | SF | J200 Hanover | 2026-05-11,75 pts | countable | J100 | WR | J100 Pune | 2025-12-01,75 pts | countable | J100 | WR | J100 Johannesburg | 2025-08-25,45 pts | non_countable | J200 | QF | J200 Nonthaburi | 2026-02-23,45 pts | countable | J200 | QF | J200 Gurugram | 2026-01-12,2026-06-02T20:42:05.225Z
166,166,800576465,Marcell Kovacs,M,HUN,Hungary,2008,472,352,480,120,6,6,472,352,480,120,6,6,100 pts | countable | J100 | WR | J100 Budapest | 2026-05-12,60 pts | countable | J300 | R16 | J300 Vrsar | 2026-03-23,60 pts | countable | J60 | WR | J60 Mogyorod | 2025-10-14,60 pts | countable | J100 | RU | J100 Sobota | 2025-06-03,36 pts | non_countable | J200 | R16 | J200 Piestany | 2026-04-14,36 pts | non_countable | J200 | R16 | J200 Oberhaching | 2026-02-02,105 pts | countable | J300 | SF | J300 Vrsar | 2026-03-23,105 pts | countable | J200 | RU | J200 Benicarlo | 2026-03-10,75 pts | countable | J200 | SF | J200 Valencia | 2026-03-02,75 pts | countable | J200 | SF | J200 Oberhaching | 2026-02-02,75 pts | countable | J100 | WR | J100 Trnava | 2025-11-10,45 pts | non_countable | J100 | RU | J100 Budapest | 2026-05-12,2026-06-02T20:42:05.225Z
167,167,800635270,Kaloyan Shikov,M,BUL,Bulgaria,2009,465,392,292,73,6,6,465,392,292,73,6,6,100 pts | countable | J200 | SF | J200 Targu Jiu | 2026-05-18,100 pts | countable | J100 | WR | J100 Chisinau | 2026-02-23,60 pts | countable | J200 | QF | J200 Oberhaching | 2026-02-02,60 pts | countable | J60 | WR | J60 Varna | 2025-09-08,36 pts | countable | J200 | R16 | J200 Florence | 2026-04-01,36 pts | countable | J60 | RU | J60 Burgas | 2025-09-01,75 pts | countable | J300 | QF | J300 Plovdiv | 2026-04-28,75 pts | countable | J200 | SF | J200 Haskovo | 2026-04-21,45 pts | countable | J100 | RU | J100 Istanbul | 2026-01-05,45 pts | countable | J60 | WR | J60 Varna | 2025-09-08,27 pts | countable | J100 | SF | J100 Bucharest | 2026-05-25,25 pts | non_countable | J30 | WR | J30 Bucharest | 2025-12-02,2026-06-02T20:42:05.225Z
168,168,800688594,Evan Simon,M,FRA,France,2008,464.5,352,450,112.5,6,6,464.5,352,450,112.5,6,6,100 pts | countable | J200 | SF | J200 Cairo | 2025-11-10,100 pts | countable | J200 | SF | J200 Rakovnik | 2025-09-01,60 pts | countable | J300 | R16 | J300 Casablanca | 2026-02-09,36 pts | countable | J200 | R16 | J200 Istres | 2026-04-06,36 pts | countable | J200 | R16 | J200 Benicarlo | 2026-03-10,20 pts | countable | J100 | QF | J100 El Prat de Llobregat | 2025-09-08,105 pts | countable | J200 | RU | J200 Cairo | 2025-11-10,75 pts | countable | J300 | QF | J300 Villena | 2026-03-16,75 pts | countable | J300 | QF | J300 Casablanca | 2026-02-09,75 pts | countable | J200 | SF | J200 Cairo | 2025-11-03,75 pts | countable | J100 | WR | J100 El Prat de Llobregat | 2025-09-08,45 pts | non_countable | J200 | QF | J200 Benicarlo | 2026-03-10,2026-06-02T20:42:05.225Z
168,168,800683991,Seifelden Mostafa Samih,M,EGY,Egypt,2008,464.5,352,450,112.5,6,6,464.5,352,450,112.5,6,6,100 pts | countable | J300 | QF | J300 Cairo | 2026-03-30,60 pts | countable | J60 | WR | J60 Cairo | 2026-05-05,60 pts | countable | J200 | QF | J200 Cairo (Africa Regional Championships) | 2026-03-23,60 pts | countable | J60 | WR | J60 Cairo | 2025-09-08,36 pts | countable | J200 | R16 | J200 Kolkata | 2026-01-19,36 pts | countable | J200 | R16 | J200 Gurugram | 2026-01-12,105 pts | countable | J200 | RU | J200 Cairo (Africa Regional Championships) | 2026-03-23,105 pts | countable | J200 | RU | J200 Kolkata | 2026-01-19,75 pts | countable | J200 | SF | J200 Gurugram | 2026-01-12,75 pts | countable | J300 | QF | J300 New Delhi | 2026-01-05,45 pts | non_countable | J60 | WR | J60 Cairo | 2025-09-08,45 pts | countable | J100 | RU | J100 Dakahlia | 2025-08-11,2026-06-02T20:42:05.225Z
168,168,800620722,Tae Woo Kim,M,KOR,"Korea, Rep.",2009,464.5,352,450,112.5,6,6,464.5,352,450,112.5,6,6,100 pts | countable | J200 | SF | J200 Tainan | 2025-11-25,60 pts | countable | J300 | R16 | J300 Kuching | 2026-04-07,60 pts | countable | J100 | RU | J100 Andong | 2025-10-28,60 pts | countable | J200 | QF | J200 Chuncheon | 2025-09-30,36 pts | countable | J200 | R16 | J200 Kuala Lumpur | 2026-04-14,36 pts | countable | J200 | R16 | J200 Gurugram | 2026-01-12,105 pts | countable | J300 | SF | J300 Kuching | 2026-04-07,105 pts | countable | J200 | RU | J200 Tainan | 2025-11-25,75 pts | countable | J300 | QF | J300 New Delhi | 2026-01-05,75 pts | countable | J100 | WR | J100 Almaty | 2025-06-16,45 pts | non_countable | J200 | QF | J200 Kuala Lumpur | 2026-04-14,45 pts | non_countable | J200 | QF | J200 Gurugram | 2026-01-12,2026-06-02T20:42:05.225Z
